Document,Token,Frequency,Weight
564,process,1,0.22
564,automat,2,0.6
564,method,2,0.41
564,design,1,0.23
564,criterion,1,0.35
564,modern,1,0.4
564,inform,3,0.38
564,system,2,0.29
564,deriv,1,0.34
564,retriev,4,0.78
564,document,2,0.42
564,analysi,1,0.22
564,handl,1,0.36
564,effect,1,0.24
564,smart,1,0.57
564,precis,1,0.36
564,recal,1,0.38
565,semant,4,0.83
565,cluster,4,0.98
565,index,8,0.83
565,term,7,0.81
565,comput,1,0.11
565,procedur,1,0.15
565,recogn,1,0.21
565,vocabulari,3,0.61
565,describ,1,0.1
565,drawn,1,0.22
565,structur,2,0.24
565,system,3,0.22
565,may,1,0.12
565,consist,1,0.17
565,singl,1,0.18
565,word,2,0.3
565,collect,1,0.12
565,syntact,1,0.24
565,phrase,1,0.21
565,basic,1,0.14
565,idea,1,0.18
565,measur,3,0.39
565,associ,3,0.44
565,determin,1,0.14
565,relationship,2,0.32
565,exhibit,1,0.28
565,rel,1,0.16
565,posit,1,0.19
565,base,1,0.1
565,priori,1,0.32
565,preassign,1,0.4
565,rather,1,0.17
565,co-occurr,1,0.32
565,document,1,0.11
565,corpu,1,0.29
565,group,1,0.13
565,concept,1,0.13
565,result,1,0.1
565,experiment,1,0.17
565,investig,1,0.14
565,present,1,0.09
565,inform,1,0.06
565,retriev,1,0.1
565,graph,1,0.26
565,synonym,1,0.26
565,subgraph,1,0.36
565,complet,1,0.16
565,maxim,1,0.27
565,connect,1,0.19
565,compon,1,0.21
565,relev,1,0.14
565,cliqu,1,0.4
566,influenc,1,0.29
566,data,5,0.77
566,characterist,2,0.49
566,usag,2,0.72
566,direct,3,0.82
566,access,4,1.04
566,file,2,0.47
566,organ,1,0.2
566,memori,2,0.78
566,util,1,0.26
566,retriev,2,0.31
566,time,2,0.36
566,invert,2,0.87
566,investig,1,0.22
566,function,1,0.23
566,base,4,0.67
566,demand,1,0.28
566,paramet,1,0.35
566,system,1,0.12
566,design,1,0.19
566,may,1,0.19
566,control,1,0.25
566,analysi,1,0.17
566,effect,1,0.19
566,also,1,0.18
566,made,1,0.18
566,link,1,0.34
566,list,3,0.71
566,structur,1,0.19
566,inform,1,0.1
566,disk,1,0.54
566,drum,1,0.63
566,thread,1,0.48
567,applic,1,0.26
567,pattern,2,0.63
567,recognit,2,0.84
567,screen,1,0.51
567,prospect,1,0.48
567,anticanc,1,0.79
567,drug,1,0.6
567,ha,2,0.33
567,introduc,1,0.4
567,chemic,1,0.31
567,literatur,1,0.22
567,gener,2,0.37
567,tool,1,0.35
567,use,1,0.13
567,chemist,1,0.45
567,reduc,1,0.44
567,mass,1,0.49
567,experiment,1,0.33
567,data,3,0.58
567,relev,1,0.28
567,inform,2,0.25
567,perhap,1,0.42
567,importantli,1,0.67
567,provid,1,0.21
567,connect,1,0.38
567,raw,1,0.62
567,multivari,1,0.72
567,sought-for,1,0.79
567,without,1,0.34
567,make,1,0.25
567,restrict,1,0.44
567,assumpt,2,0.9
567,underli,1,0.44
567,statist,1,0.3
567,problem,1,0.19
567,state,1,0.27
567,follow,1,0.3
567,given,1,0.25
567,collect,1,0.24
567,object,4,1.18
567,list,1,0.3
567,measur,4,1.03
567,made,2,0.45
567,possibl,1,0.24
567,find,1,0.29
567,predict,1,0.41
567,properti,1,0.39
567,directli,1,0.46
567,known,1,0.38
567,relat,1,0.22
567,via,1,0.48
567,unknown,1,0.62
567,relationship,1,0.32
567,onli,1,0.23
567,similar,1,0.34
567,dissimilar,1,0.67
567,among,1,0.3
567,reflect,1,0.37
567,least,1,0.39
568,stereochem,1,0.63
568,uniqu,3,1.09
568,name,5,1.47
568,algorithm,4,1.36
568,ha,1,0.13
568,develop,1,0.14
568,implement,1,0.31
568,gener,1,0.15
568,chemic,1,0.25
568,structur,4,0.78
568,invari,1,0.54
568,linear,2,0.73
568,includ,1,0.2
568,doubl,1,0.44
568,bond,1,0.49
568,asymmetr,1,0.63
568,carbon,1,0.51
568,isomer,1,0.63
568,logic,1,0.3
568,proof,1,0.51
568,given,1,0.2
568,one-to-on,1,0.57
568,correspond,1,0.34
568,inspect,1,0.63
568,two,2,0.35
568,one,1,0.15
568,determin,2,0.45
568,ident,1,0.43
568,nonisometr,1,0.63
568,constitut,1,0.37
568,isometr,1,0.63
568,diastereometr,1,0.63
568,enantiometr,1,0.63
568,true,1,0.37
568,stereocent,1,0.63
568,calcul,1,0.37
568,reduc,1,0.35
568,set,1,0.23
568,chiral,3,1.9
568,center,2,0.51
568,src,3,1.9
568,proven,1,0.48
568,three,1,0.23
568,ani,1,0.22
568,compound,2,0.66
568,must,2,0.49
568,null,1,0.63
568,extens,1,0.33
568,outlin,1,0.29
568,allow,1,0.3
568,conform,1,0.45
568,isom,1,0.63
569,deriv,1,0.23
569,term,6,0.93
569,relat,3,0.44
569,corpu,3,1.16
569,graph,5,1.71
569,theoret,1,0.23
569,cluster,4,1.31
569,discus,1,0.14
569,altern,1,0.26
569,method,1,0.14
569,automat,1,0.2
569,may,2,0.32
569,provid,1,0.14
569,insight,2,0.67
569,within,1,0.19
569,work,1,0.14
569,report,1,0.16
569,use,2,0.17
569,2267,1,0.53
569,document,2,0.28
569,contain,1,0.23
569,3950,1,0.53
569,index,1,0.14
569,similar,2,0.45
569,matrix,5,1.93
569,develop,2,0.23
569,threshold,4,1.79
569,level,3,0.67
569,appli,2,0.39
569,entri,2,0.49
569,greater,1,0.27
569,equal,2,0.56
569,set,2,0.38
569,one,1,0.12
569,remain,1,0.27
569,zero,1,0.45
569,three,1,0.19
569,definit,2,0.48
569,correspond,1,0.28
569,1,1,0.18
569,connect,1,0.25
569,compon,1,0.28
569,2,1,0.19
569,maxim,2,0.72
569,complet,2,0.43
569,subgraph,2,0.95
569,3,1,0.21
569,combin,1,0.24
569,describ,1,0.13
569,show,1,0.2
569,gain,1,0.3
569,vari,1,0.28
570,automat,6,0.55
570,abstract,13,1.13
570,index,2,0.13
570,ii,1,0.12
570,product,2,0.18
570,indic,2,0.17
570,applic,1,0.08
570,contextu,2,0.49
570,infer,2,0.3
570,syntact,1,0.15
570,coher,2,0.36
570,criterion,3,0.32
570,togeth,1,0.12
570,increas,2,0.18
570,shortag,1,0.19
570,qualifi,1,0.18
570,factor,1,0.09
570,time,1,0.07
570,cost,1,0.08
570,valu,1,0.1
570,lent,1,0.21
570,impetu,1,0.18
570,trend,2,0.28
570,toward,1,0.1
570,gener,1,0.06
570,thi,5,0.17
570,ha,1,0.05
570,caus,1,0.13
570,emphasi,1,0.12
570,place,1,0.11
570,locu,1,0.24
570,data,1,0.06
570,retriev,1,0.06
570,system,3,0.13
570,necessit,1,0.21
570,creat,1,0.11
570,high,2,0.23
570,qualiti,3,0.36
570,purpos,1,0.08
570,paper,2,0.12
570,report,1,0.07
570,develop,3,0.16
570,techniqu,1,0.08
570,full,1,0.13
570,text,1,0.1
570,origin,2,0.2
570,document,1,0.06
570,necessari,1,0.1
570,analyz,1,0.09
570,condit,1,0.12
570,variou,1,0.08
570,method,3,0.19
570,sentenc,4,0.62
570,select,3,0.22
570,success,1,0.11
570,order,1,0.09
570,form,1,0.08
570,clearli,1,0.14
570,produc,1,0.09
570,reject,2,0.35
570,irrelev,1,0.17
570,seen,1,0.14
570,point,1,0.09
570,perhap,1,0.13
570,signific,1,0.09
570,contribut,1,0.11
570,discus,1,0.06
570,includ,1,0.08
570,intersent,1,0.24
570,refer,1,0.08
570,frequenc,1,0.12
570,consider,1,0.09
570,consist,1,0.11
570,basic,1,0.08
570,dictionari,1,0.13
570,call,1,0.11
570,word,1,0.09
570,control,1,0.1
570,list,1,0.09
570,set,1,0.09
570,rule,1,0.11
570,implement,1,0.12
570,certain,1,0.1
570,function,1,0.09
570,specifi,1,0.15
570,wcl,1,0.24
570,entri,1,0.11
570,obtain,1,0.09
570,far,1,0.11
570,suffici,1,0.14
570,good,1,0.12
570,large-scal,1,0.17
570,test,1,0.09
570,warrant,1,0.21
571,linguist,6,1.49
571,inform,6,0.44
571,scienc,3,0.34
571,thi,3,0.19
571,paper,2,0.23
571,defin,1,0.17
571,relationship,1,0.18
571,term,2,0.26
571,common,1,0.22
571,interest,2,0.31
571,natur,4,0.64
571,languag,7,1.12
571,notion,2,0.49
571,autom,4,0.83
571,process,5,0.64
571,i.e.,1,0.24
571,machin,2,0.38
571,simul,2,0.55
571,activ,3,0.47
571,human,1,0.2
571,provid,1,0.12
571,novel,1,0.3
571,possibl,1,0.14
571,interact,1,0.2
571,theoret,1,0.2
571,scientist,2,0.32
571,practic,1,0.14
571,goal,1,0.22
571,e.g.,1,0.26
571,index,1,0.12
571,concept,1,0.15
571,system,1,0.08
571,introduc,1,0.23
571,framework,2,0.48
571,review,1,0.16
571,effort,1,0.18
571,comput,2,0.26
571,former,1,0.28
571,concentr,1,0.26
571,oper,1,0.13
571,compon,2,0.48
571,content,1,0.19
571,analysi,1,0.12
571,represent,1,0.25
571,latter,1,0.24
571,emphas,1,0.28
571,data,1,0.11
571,manag,1,0.17
571,complementari,1,0.34
571,develop,1,0.1
571,allow,1,0.22
571,postul,1,0.35
571,integr,1,0.21
571,approach,2,0.3
571,outlin,1,0.21
571,final,1,0.2
571,section,1,0.25
571,incorpor,1,0.29
571,current,1,0.15
571,theori,1,0.15
571,well,1,0.16
571,design,1,0.13
571,featur,1,0.22
571,recent,1,0.17
571,model,1,0.17
572,ascertain,1,0.74
572,activ,2,0.74
572,subject,2,0.58
572,area,1,0.37
572,bibliometr,1,0.85
572,analysi,2,0.58
572,combin,1,0.48
572,quantit,1,0.52
572,qualit,1,0.75
572,analys,1,0.54
572,use,1,0.17
572,journal,2,0.7
572,articl,3,1.08
572,index,1,0.28
572,one,1,0.25
572,volum,1,0.43
572,librari,1,0.19
572,literatur,1,0.29
572,find,1,0.38
572,includ,1,0.33
572,dispers,1,0.77
572,among,1,0.4
572,follow,1,0.4
572,bradford-typ,1,0.95
572,distribut,1,0.43
572,except,1,0.55
572,collaps,1,0.95
572,end,1,0.52
572,possibl,1,0.32
572,show,1,0.4
572,low,1,0.7
572,level,1,0.45
572,interact,1,0.47
572,librarianship,1,0.5
572,field,2,0.63
572,consider,1,0.41
572,proport,1,0.57
572,wa,2,0.49
572,news-typ,1,1.05
572,administr,1,0.47
572,largest,1,0.77
572,singl,1,0.48
572,cover,1,0.47
572,methodolog,1,0.49
572,may,1,0.32
572,appropri,1,0.48
573,inform,4,0.51
573,concept,3,0.76
573,util,1,0.32
573,examin,1,0.29
573,within,1,0.29
573,framework,1,0.42
573,mathemat,1,0.34
573,theori,2,0.53
573,commun,1,0.23
573,semiot,1,0.79
573,studi,1,0.18
573,sign,2,1.11
573,system,2,0.29
573,implic,1,0.38
573,better,1,0.37
573,understand,1,0.35
573,deal,1,0.32
573,thi,1,0.11
573,context,1,0.38
573,discus,1,0.2
574,decis,9,1.4
574,theori,5,0.59
574,view,1,0.14
574,inform,7,0.39
574,retriev,6,0.52
574,situat,1,0.15
574,oper,2,0.21
574,research,3,0.23
574,approach,3,0.35
574,use,3,0.17
574,model,2,0.26
574,problem,3,0.25
574,document,4,0.37
574,librari,1,0.06
574,collect,1,0.1
574,respons,1,0.15
574,specif,1,0.13
574,user,1,0.1
574,queri,1,0.19
574,thorough,1,0.25
574,discus,2,0.18
574,includ,1,0.11
574,compon,1,0.19
574,altern,2,0.35
574,states-of-natur,1,0.35
574,outcom,1,0.24
574,evalu,3,0.32
574,well,1,0.12
574,optim,1,0.19
574,process,3,0.3
574,case,1,0.14
574,certainti,1,0.35
574,risk,3,0.9
574,uncertainti,1,0.26
574,present,2,0.17
574,bayesian,1,0.3
574,statist,1,0.13
574,also,1,0.1
574,show,1,0.13
574,prior,2,0.43
574,variou,1,0.12
574,via,2,0.43
574,classif,3,0.39
574,analysi,2,0.19
574,affect,1,0.17
574,exampl,1,0.13
574,illustr,2,0.33
574,compar,1,0.12
574,tha,1,0.32
574,overal,2,0.39
574,perform,1,0.12
574,system,1,0.06
574,without,1,0.15
574,thu,1,0.16
574,techniqu,1,0.11
574,import,1,0.11
574,demonstr,1,0.18
574,valu,1,0.14
574,moreov,1,0.24
574,paper,1,0.09
574,somewhat,1,0.23
574,tutori,1,0.3
574,mode,1,0.21
574,framework,1,0.19
574,consid,1,0.12
574,incorpor,1,0.23
574,aspect,1,0.13
574,cost-effect,1,0.22
574,allow,1,0.17
574,one,1,0.08
574,better,1,0.16
574,understand,1,0.16
574,contribut,1,0.16
574,made,1,0.1
574,mani,1,0.1
574,thi,1,0.05
574,crucial,1,0.26
574,area,1,0.12
575,classif,2,1.17
575,scientif,1,0.44
575,document,2,0.84
575,mean,1,0.53
575,self_gener,1,1.58
575,group,1,0.54
575,employ,1,0.74
575,free,1,0.96
575,languag,1,0.56
575,studi,1,0.35
575,wa,1,0.37
575,undertaken,1,0.88
575,classifi,1,0.8
575,mechan,2,1.33
575,collect,1,0.47
575,use,2,0.51
575,free-languag,1,1.43
575,word,1,0.6
575,titl,1,0.54
575,abstract,1,0.56
575,corpu,1,1.16
575,261,1,1.58
575,physic,1,0.66
575,research,1,0.35
575,paper,1,0.4
575,cluster,2,1.96
575,algorithm,1,0.85
575,result,1,0.39
575,obtain,2,1.22
575,close,1,0.8
575,duplic,1,0.93
575,previou,1,0.78
575,experi,1,0.53
575,citat,1,0.62
575,brief,1,0.92
575,comparison,1,0.7
575,made,1,0.45
575,tradit,1,0.73
575,manual,1,0.77
575,system,1,0.29
575,shown,1,0.7
575,procedur,1,0.59
575,capabl,1,0.78
575,achiev,1,0.76
575,simultan,1,1.03
575,averag,1,0.8
575,relev,1,0.56
575,recal,1,0.76
575,figur,1,0.82
575,abov,1,0.96
575,80%,1,1.34
576,probabilist,1,0.54
576,model,3,0.89
576,automat,1,0.3
576,index,2,0.41
576,thi,3,0.33
576,paper,2,0.4
576,develop,1,0.17
576,two,1,0.22
576,stage,2,0.83
576,first,1,0.24
576,describ,1,0.2
576,experi,2,0.53
576,explor,1,0.38
576,properti,3,1.17
576,class,2,0.74
576,word,4,1.21
576,use,1,0.13
576,convey,2,1.11
576,subject,2,0.43
576,mean,2,0.53
576,distinguish,1,0.48
576,variou,1,0.27
576,degre,1,0.39
576,particular,1,0.29
576,studi,1,0.18
576,cluster,1,0.49
576,analysi,1,0.22
576,base,1,0.21
576,statist,1,0.3
576,alon,1,0.48
576,techniqu,1,0.25
576,introduc,2,0.8
576,may,1,0.24
576,valu,1,0.31
576,area,1,0.27
576,inform,1,0.13
576,scienc,1,0.2
576,basi,1,0.3
576,result,1,0.19
576,occurr,1,0.55
576,discus,1,0.2
576,later,1,0.43
576,u,1,0.38
576,harter,1,0.79
576,appli,1,0.29
577,ters,4,3.16
577,literatur,2,0.44
577,i.,1,0.53
577,conclus,3,1.1
577,prompt,1,0.53
577,organ,1,0.25
577,may,1,0.24
577,increas,1,0.3
577,abil,1,0.46
577,keep,1,0.44
577,subject,1,0.22
577,reduc,1,0.44
577,need,1,0.21
577,translat,1,0.46
577,make,1,0.25
577,inform,1,0.13
577,avail,1,0.28
577,promptli,1,0.79
578,function,1,0.19
578,man-machin,2,0.74
578,interact,4,0.94
578,inform,1,0.08
578,retriev,3,0.39
578,system,6,0.58
578,effect,3,0.48
578,achiev,1,0.25
578,simpli,1,0.33
578,place,1,0.25
578,termin,1,0.3
578,end,1,0.26
578,exist,1,0.2
578,machin,2,0.44
578,requir,1,0.17
578,sequenc,2,0.65
578,step,1,0.26
578,man,1,0.3
578,altern,1,0.26
578,take,1,0.23
578,action,1,0.27
578,also,1,0.15
578,provid,2,0.28
578,differ,2,0.31
578,level,1,0.22
578,servic,1,0.14
578,experienc,1,0.34
578,inexperienc,1,0.43
578,searcher,3,1.0
578,recogn,2,0.57
578,narrow,1,0.34
578,broad,1,0.27
578,queri,2,0.56
578,furnish,1,0.33
578,clue,1,0.36
578,next,1,0.33
578,direct,1,0.23
578,search,2,0.3
578,data,1,0.13
578,base,1,0.14
578,dynam,1,0.32
578,chang,1,0.19
578,hi,1,0.2
578,viewpoint,1,0.33
578,rank,2,0.56
578,respons,1,0.23
578,like,1,0.22
578,offer,1,0.23
578,option,1,0.39
578,overrid,1,0.53
578,particular,1,0.19
578,term,1,0.15
578,extrem,1,0.37
578,signific,1,0.2
578,onlin,2,0.9
578,meet,1,0.24
578,mani,1,0.15
578,need,1,0.14
578,ha,1,0.11
578,develop,2,0.23
578,test,1,0.2
578,object,1,0.2
578,thi,1,0.07
578,browser,1,0.53
578,wa,1,0.12
578,investig,1,0.19
578,free-form,1,0.53
578,combinatori,1,0.53
578,algorithm,1,0.28
578,variou,1,0.18
578,techniqu,1,0.17
578,compon,1,0.28
578,facilit,1,0.32
578,brow,1,0.4
579,overlap,2,0.43
579,list,2,0.24
579,journal,4,0.42
579,monitor,6,1.33
579,biosi,1,0.25
579,ca,1,0.17
579,ei,1,0.29
579,april,1,0.22
579,1970,2,0.35
579,bioscienc,1,0.27
579,inform,2,0.1
579,servic,10,0.81
579,biolog,1,0.18
579,abstract,2,0.23
579,chemic,1,0.12
579,engin,1,0.14
579,index,1,0.08
579,inc,1,0.25
579,began,1,0.19
579,five-part,1,0.32
579,studi,4,0.28
579,determin,2,0.22
579,relationship,1,0.13
579,coverag,1,0.17
579,print,1,0.14
579,public,2,0.19
579,computer-read,1,0.23
579,thi,2,0.09
579,wa,2,0.15
579,design,1,0.09
579,provid,1,0.08
579,need,1,0.08
579,three,4,0.46
579,access,1,0.13
579,plan,1,0.12
579,futur,1,0.12
579,cooper,1,0.16
579,program,1,0.1
579,reconcil,1,0.26
579,differ,2,0.18
579,polici,1,0.15
579,practic,1,0.1
579,make,1,0.1
579,use,1,0.05
579,user,1,0.09
579,commun,1,0.09
579,paper,1,0.08
579,base,1,0.08
579,first,1,0.1
579,part,1,0.11
579,compar,1,0.11
579,routin,1,0.22
579,1,1,0.11
579,may,1,0.09
579,14,1,0.25
579,592,1,0.29
579,1%,1,0.32
579,27%,1,0.29
579,two,1,0.09
579,72%,1,0.32
579,onli,1,0.09
579,one,1,0.07
579,subsequ,1,0.19
579,phase,1,0.21
579,extent,1,0.17
579,cover,1,0.14
579,articl,1,0.11
579,within,1,0.12
580,structur,1,0.08
580,effect,1,0.08
580,citat,12,1.24
580,identifi,6,0.62
580,oper,3,0.23
580,comput,4,0.3
580,program,6,0.49
580,automat,2,0.2
580,identif,5,0.87
580,case,3,0.32
580,legal,2,0.37
580,literatur,2,0.15
580,full,2,0.28
580,form,1,0.08
580,e.g.,2,0.3
580,rutherford,1,0.26
580,v.,2,0.41
580,gedd,2,0.53
580,4,1,0.13
580,wall,1,0.24
580,220,3,0.72
580,18,1,0.19
580,l.,1,0.21
580,ed,1,0.24
580,343,1,0.24
580,southland,2,0.53
580,industri,2,0.21
580,inc,1,0.21
580,feder,1,0.16
580,commun,1,0.08
580,commiss,1,0.19
580,1938,1,0.21
580,69,1,0.21
580,app,1,0.26
580,d.c.,1,0.26
580,82,1,0.24
580,99,1,0.22
580,f.,1,0.24
580,2,6,0.57
580,117,1,0.26
580,ha,1,0.05
580,develop,1,0.06
580,thi,3,0.11
580,group,1,0.09
580,level,1,0.11
580,perform,1,0.09
580,known,1,0.13
580,high,1,0.12
580,recent,2,0.2
580,run,4,0.68
580,scan,1,0.16
580,ther,1,0.26
580,text,3,0.31
580,191,1,0.24
580,randomli,1,0.22
580,select,1,0.08
580,decis,2,0.23
580,u.s.,1,0.17
580,court,1,0.26
580,appeal,1,0.21
580,400,2,0.4
580,000,2,0.27
580,word,3,0.3
580,locat,2,0.28
580,correctli,2,0.38
580,full-form,2,0.53
580,total,3,0.33
580,227,1,0.26
580,better,1,0.12
580,99%,1,0.26
580,onli,1,0.08
580,seven,1,0.15
580,miss,1,0.17
580,three,1,0.1
580,fals,1,0.21
580,drop,1,0.21
580,occur,1,0.13
580,1944,1,0.26
580,87%,1,0.26
580,perfectli,1,0.24
580,addit,1,0.11
580,276,1,0.26
580,partial,3,0.58
580,contain,2,0.23
580,two,1,0.07
580,type,2,0.18
580,error,2,0.34
580,1,2,0.18
580,term,1,0.08
580,mistakenli,1,0.26
580,lop,1,0.26
580,short,1,0.15
580,hit,2,0.48
580,improperli,1,0.26
580,includ,1,0.08
580,long,1,0.15
580,part,1,0.09
580,easili,1,0.17
580,correct,1,0.15
580,larg,1,0.08
580,elimin,1,0.18
580,suitabl,2,0.29
580,chang,2,0.19
580,rather,1,0.11
580,rapidli,1,0.14
580,test,1,0.1
580,time,1,0.08
580,requir,1,0.09
580,process,1,0.07
580,wa,1,0.06
580,approxim,1,0.13
580,15,1,0.17
580,minut,1,0.21
580,speed,1,0.16
580,could,1,0.1
580,increas,1,0.1
580,extens,1,0.14
580,reduced-form,1,0.26
580,prepar,1,0.11
581,titl,4,0.87
581,index,2,0.33
581,alert,4,1.64
581,servic,5,0.81
581,chemic,2,0.5
581,life,1,0.34
581,scienc,1,0.16
581,principl,1,0.26
581,underli,1,0.35
581,discus,2,0.33
581,gener,1,0.15
581,distinct,1,0.35
581,sdi,1,0.32
581,system,1,0.12
581,need,2,0.33
581,transfer,1,0.34
581,user,2,0.34
581,larg,1,0.19
581,quantiti,1,0.38
581,current,1,0.21
581,mainli,1,0.36
581,irrelev,1,0.43
581,inform,4,0.41
581,speedili,1,0.63
581,possibl,1,0.19
581,easiest,1,0.57
581,prepar,1,0.26
581,therefor,1,0.27
581,common,1,0.31
581,know,1,0.35
581,much,1,0.25
581,signific,2,0.49
581,discern,1,0.46
581,document,1,0.17
581,thi,1,0.09
581,estim,1,0.3
581,20,1,0.42
581,25%,1,0.51
581,vari,1,0.34
581,subject,1,0.17
581,type,1,0.22
581,sought,1,0.43
581,search,1,0.18
581,say,1,0.36
581,made,1,0.18
581,ignor,1,0.42
581,synonym,2,0.82
581,allow,1,0.3
581,syntact,1,0.38
581,variant,1,0.44
581,onli,1,0.18
581,one,1,0.15
581,third,1,0.33
581,recov,1,0.57
581,nomenclatur,1,0.46
581,problem,1,0.15
581,delay,1,0.46
581,time,2,0.36
581,use,1,0.1
581,two,1,0.18
581,import,1,0.21
581,factor,1,0.23
581,evalu,1,0.19
581,review,1,0.23
581,typic,1,0.39
582,evalu,1,0.16
582,kwic,2,0.77
582,index,2,0.28
582,librari,4,0.37
582,literatur,6,0.88
582,librarian,2,0.33
582,attempt,1,0.18
582,search,1,0.15
582,current,2,0.35
582,face,1,0.27
582,eight-month,1,0.53
582,gap,2,0.68
582,access,1,0.22
582,hi,1,0.2
582,field,1,0.16
582,april,1,0.36
582,1968,1,0.27
582,made,1,0.15
582,rare,1,0.33
582,examin,1,0.19
582,consid,1,0.18
582,thi,1,0.07
582,inform,2,0.17
582,problem,1,0.13
582,librarianship,1,0.25
582,albani,1,0.48
582,confer,2,0.57
582,bibliograph,1,0.17
582,control,1,0.21
582,scienc,1,0.13
582,recommend,1,0.26
582,establish,1,0.2
582,fast,1,0.39
582,announc,1,0.35
582,servic,1,0.14
582,school,1,0.22
582,1,1,0.18
582,monthli,1,0.4
582,keyword,1,0.29
582,context,1,0.25
582,serv,1,0.22
582,whole,1,0.26
582,rang,1,0.27
582,information-ori,1,0.53
582,profess,1,0.27
582,wa,2,0.24
582,specif,1,0.19
582,propos,1,0.2
582,favor,1,0.32
582,one,1,0.12
582,group,1,0.18
582,meet,1,0.24
582,need,1,0.14
582,2,1,0.19
583,practic,1,0.25
583,charg,2,0.89
583,user,1,0.22
583,inform,2,0.25
583,servic,4,0.81
583,state,2,0.54
583,art,2,0.9
583,report,1,0.24
583,literatur,1,0.22
583,review,1,0.29
583,disclos,1,0.62
583,societi,1,0.37
583,ha,1,0.16
583,yet,1,0.4
583,come,1,0.4
583,point,2,0.57
583,pay,1,0.57
583,librari,1,0.14
583,common,1,0.38
583,thing,1,0.49
583,wa,1,0.18
583,also,1,0.23
583,found,1,0.31
583,sound,1,0.53
583,basi,1,0.3
583,determin,1,0.28
583,cost,3,0.8
583,let,1,0.57
583,alon,1,0.48
583,doe,1,0.35
583,exist,1,0.3
583,data,2,0.39
583,specif,1,0.28
583,unit,1,0.31
583,oper,3,0.7
583,avail,1,0.28
583,veri,1,0.34
583,difficult,1,0.42
583,compar,1,0.28
583,arriv,1,0.57
583,meaning,1,0.48
583,figur,1,0.41
583,nevertheless,1,0.53
583,indic,1,0.28
583,larg,1,0.24
583,center,1,0.32
583,becom,1,0.31
583,concern,1,0.25
583,cost-accord,1,0.79
583,would,1,0.28
583,permit,1,0.41
583,establish,1,0.29
583,realist,1,0.53
583,fee,1,0.79
584,toward,1,0.16
584,metasci,5,1.98
584,inform,8,0.51
584,informatolog,2,0.79
584,argument,1,0.25
584,advanc,1,0.17
584,suggest,2,0.26
584,oper,2,0.23
584,phenomenon,3,0.67
584,principl,1,0.16
584,provid,2,0.21
584,basi,2,0.3
584,fundament,1,0.19
584,charact,1,0.21
584,evidenc,1,0.4
584,execut,1,0.27
584,dure,1,0.16
584,process,1,0.11
584,commun,1,0.12
584,function,1,0.15
584,role,1,0.17
584,dictat,1,0.32
584,sever,1,0.15
584,factor,1,0.14
584,name,1,0.18
584,need,2,0.21
584,common,2,0.38
584,upon,1,0.17
584,orient,1,0.23
584,special,1,0.14
584,scienc,2,0.2
584,technolog,1,0.14
584,understood,1,0.25
584,studi,1,0.09
584,framework,1,0.21
584,languag,1,0.14
584,scientist,1,0.14
584,technologist,1,0.28
584,concern,1,0.13
584,form,1,0.13
584,one,1,0.09
584,side,2,0.51
584,man,1,0.23
584,relationship,1,0.16
584,content,1,0.17
584,postul,1,0.31
584,circumscrib,1,0.4
584,list,1,0.15
584,specif,1,0.14
584,question,1,0.14
584,problem,1,0.09
584,ha,1,0.08
584,answer,1,0.19
584,solut,1,0.18
584,educ,1,0.15
584,concept,1,0.13
584,respons,1,0.17
584,develop,1,0.09
584,implement,1,0.19
585,evalu,2,0.28
585,index,7,0.83
585,medicu,6,1.79
585,medlar,5,1.35
585,field,2,0.27
585,ophthalmolog,2,0.82
585,perform,2,0.31
585,present,1,0.11
585,use,1,0.07
585,data,1,0.11
585,gener,1,0.11
585,separ,1,0.22
585,studi,1,0.1
585,figur,1,0.23
585,gave,2,0.65
585,screen,3,0.87
585,precis,5,1.03
585,ratio,6,1.64
585,54%,1,0.45
585,recal,5,1.09
585,42%,1,0.45
585,set,2,0.33
585,question,2,0.32
585,53%,1,0.45
585,46%,1,0.45
585,result,2,0.22
585,alon,1,0.27
585,larg,1,0.14
585,73%,1,0.38
585,47%,1,0.41
585,random,1,0.27
585,sampl,1,0.2
585,failur,3,0.74
585,show,1,0.17
585,manual,1,0.22
585,searcher,1,0.28
585,omiss,1,0.38
585,major,1,0.15
585,caus,1,0.25
585,inadequ,1,0.27
585,terminalog,1,0.37
585,express,1,0.2
585,concept,1,0.15
585,attempt,1,0.16
585,provid,1,0.12
585,exhaust,1,0.28
585,search,1,0.13
586,obsolesc,3,1.25
586,special,5,1.09
586,librari,4,0.45
586,period,5,1.15
586,sampl,2,0.57
586,error,2,0.82
586,util,2,0.52
586,contour,2,1.27
586,problem,3,0.45
586,aris,2,0.76
586,measur,2,0.41
586,rate,2,0.6
586,set,1,0.23
586,taken,1,0.3
586,discus,1,0.16
586,rel,1,0.25
586,larg,1,0.19
586,neg,1,0.43
586,exponenti,1,0.4
586,distribut,1,0.26
586,analyz,1,0.24
586,becaus,2,0.49
586,may,1,0.19
586,account,1,0.27
586,discrep,1,0.49
586,report,1,0.19
586,indic,1,0.23
586,need,1,0.17
586,firmer,1,0.63
586,statist,1,0.24
586,control,1,0.25
586,work,1,0.17
586,ha,2,0.26
586,yet,1,0.32
586,gener,2,0.3
586,appreci,1,0.43
586,declin,1,0.4
586,satisfactorili,1,0.48
586,establish,1,0.24
586,still,1,0.33
586,remain,1,0.32
